Number,Family,Binomial,Wood_density,Region,Reference_number,our_samples,Genus,Species,
15676,Sapindaceae,Toulicia laevigata,0.900,South America (extratropical),114,,Toulicia,laevigata,
15677,Sapindaceae,Toulicia pulvinata,0.630,South America (tropical),141,,Toulicia,pulvinata,
15678,Sapindaceae,Toulicia pulvinata,0.600,South America (tropical),45,,Toulicia,pulvinata,
15679,Boraginaceae,Tournefortia fuliginosa,0.470,South America (tropical),44,,Tournefortia,fuliginosa,
15680,Quiinaceae,Touroulia guianensis,0.740,South America (tropical),64,,Touroulia,guianensis,
15681,Quiinaceae,Touroulia guianensis,0.780,South America (tropical),45,,Touroulia,guianensis,
15682,Clusiaceae,Tovomita carinata,0.410,South America (tropical),45,,Tovomita,carinata,
15683,Clusiaceae,Tovomita choisyana,0.750,South America (tropical),64,,Tovomita,choisyana,
15684,Clusiaceae,Tovomita choisyana,0.410,South America (tropical),45,,Tovomita,choisyana,
15685,Clusiaceae,Tovomita gracilipes,0.860,South America (tropical),44,,Tovomita,gracilipes,
15686,Clusiaceae,Tovomita guianensis,0.600,South America (tropical),141,,Tovomita,guianensis,
15687,Clusiaceae,Tovomita macrophylla,0.860,South America (tropical),44,,Tovomita,macrophylla,
15688,Clusiaceae,Tovomita umbellata,0.860,South America (tropical),44,,Tovomita,umbellata,
15689,Burseraceae,Trattinnickia aspera,0.424,Central America (tropical),164,,Trattinnickia,aspera,
15690,Burseraceae,Trattinnickia burserifolia,0.440,South America (tropical),141,,Trattinnickia,burserifolia,
15691,Burseraceae,Trattinnickia burserifolia,0.500,South America (tropical),35,,Trattinnickia,burserifolia,
15692,Burseraceae,Trattinnickia burserifolia,0.470,South America (tropical),45,,Trattinnickia,burserifolia,
15693,Burseraceae,Trattinnickia burserifolia,0.430,South America (tropical),47,,Trattinnickia,burserifolia,
15694,Burseraceae,Trattinnickia demerarae,0.396,South America (tropical),52,,Trattinnickia,demerarae,
15695,Burseraceae,Trattinnickia demerarae,0.450,South America (tropical),45,,Trattinnickia,demerarae,
15696,Burseraceae,Trattinnickia demerarae,0.400,South America (tropical),190,,Trattinnickia,demerarae,
15697,Burseraceae,Trattinnickia glaziovii,0.450,South America (tropical),44,,Trattinnickia,glaziovii,
15698,Burseraceae,Trattinnickia glaziovii,0.591,South America (tropical),166,,Trattinnickia,glaziovii,
15699,Burseraceae,Trattinnickia lawrancei,0.450,South America (tropical),44,,Trattinnickia,lawrancei,
15700,Burseraceae,Trattinnickia peruviana,0.560,South America (tropical),128,,Trattinnickia,peruviana,
15701,Burseraceae,Trattinnickia rhoifolia,0.370,South America (tropical),141,,Trattinnickia,rhoifolia,
15702,Burseraceae,Trattinnickia rhoifolia,0.500,South America (tropical),35,,Trattinnickia,rhoifolia,
15703,Burseraceae,Trattinnickia rhoifolia,0.450,South America (tropical),115,,Trattinnickia,rhoifolia,
15704,Burseraceae,Trattinnickia rhoifolia,0.410,South America (tropical),185,,Trattinnickia,rhoifolia,
15705,Burseraceae,Trattinnickia rhoifolia,0.450,South America (tropical),64,,Trattinnickia,rhoifolia,
15706,Burseraceae,Trattinnickia rhoifolia,0.508,South America (tropical),52,,Trattinnickia,rhoifolia,
15707,Burseraceae,Trattinnickia rhoifolia,0.470,South America (tropical),45,,Trattinnickia,rhoifolia,
15708,Cannabaceae,Trema indet,0.416,Africa (tropical),85,,Trema,indet,
15709,Cannabaceae,Trema integerrima,0.300,South America (tropical),44,,Trema,integerrima,
15710,Cannabaceae,Trema micrantha,0.245,Central America (tropical),196,,Trema,micrantha,
15711,Cannabaceae,Trema micrantha,0.400,Central America (tropical),111,,Trema,micrantha,
15712,Cannabaceae,Trema micrantha,0.200,South America (tropical),187,,Trema,micrantha,
15713,Cannabaceae,Trema micrantha,0.450,Mexico,23,,Trema,micrantha,
15714,Cannabaceae,Trema micrantha,0.300,South America (tropical),45,,Trema,micrantha,
15715,Cannabaceae,Trema orientalis,0.322,Australia/PNG (tropical),90,,Trema,orientalis,
15716,Cannabaceae,Trema orientalis,0.344,Australia/PNG (tropical),90,,Trema,orientalis,
15717,Cannabaceae,Trema orientalis,0.290,South-East Asia (tropical),129,,Trema,orientalis,
15718,Cannabaceae,Trema orientalis,0.340,South-East Asia (tropical),16,,Trema,orientalis,
15719,Cannabaceae,Trema orientalis,0.360,South-East Asia (tropical),43,,Trema,orientalis,
15720,Cannabaceae,Trema orientalis,0.416,Africa (tropical),85,,Trema,orientalis,
15721,Cannabaceae,Trema tomentosa,0.326,Australia/PNG (tropical),90,,Trema,tomentosa,
15722,Cannabaceae,Trema tomentosa,0.344,Australia/PNG (tropical),90,,Trema,tomentosa,
15723,Cannabaceae,Trema tomentosa,0.322,Australia/PNG (tropical),90,,Trema,tomentosa,
15724,Euphorbiaceae,Trewia nudiflora,0.440,India,26,,Trewia,nudiflora,
15725,Rubiaceae,Tricalysia singularis,0.100,South-East Asia,136,,Tricalysia,singularis,
15726,Achariaceae,Trichadenia philippinensis,0.690,South-East Asia (tropical),129,,Trichadenia,philippinensis,
15727,Achariaceae,Trichadenia philippinensis,0.710,South-East Asia (tropical),170,,Trichadenia,philippinensis,
15728,Achariaceae,Trichadenia philippinensis,0.715,Australia/PNG (tropical),27,,Trichadenia,philippinensis,
15729,Acanthaceae,Trichanthera gigantea,0.450,South America (tropical),45,,Trichanthera,gigantea,
15730,Meliaceae,Trichilia americana,0.570,Central America (tropical),116,,Trichilia,americana,
15731,Meliaceae,Trichilia canjerana,0.768,South America (extratropical),121,,Trichilia,canjerana,
15732,Meliaceae,Trichilia catigua,0.688,South America (extratropical),121,,Trichilia,catigua,
15733,Meliaceae,Trichilia dregeana,0.482,Africa (extratropical),72,,Trichilia,dregeana,
15734,Meliaceae,Trichilia emetica,0.498,Africa (tropical),4,,Trichilia,emetica,
15735,Meliaceae,Trichilia emetica,0.577,Africa (extratropical),72,,Trichilia,emetica,
15736,Meliaceae,Trichilia heudelotii,0.439,Africa (tropical),179,,Trichilia,heudelotii,
15737,Meliaceae,Trichilia hirta,0.500,Central America (tropical),111,,Trichilia,hirta,
15738,Meliaceae,Trichilia hirta,0.600,South America (tropical),204,,Trichilia,hirta,
15739,Meliaceae,Trichilia indet,0.690,South America (tropical),20,,Trichilia,indet,
15740,Meliaceae,Trichilia japurensis,0.610,South America (tropical),146,,Trichilia,japurensis,
15741,Meliaceae,Trichilia lecointei,0.900,South America (tropical),47,,Trichilia,lecointei,
15742,Meliaceae,Trichilia martiana,0.470,Mexico,23,,Trichilia,martiana,
15743,Meliaceae,Trichilia maynasiana,0.690,South America (tropical),44,,Trichilia,maynasiana,
15744,Meliaceae,Trichilia micrantha,0.585,South America (tropical),52,,Trichilia,micrantha,
15745,Meliaceae,Trichilia micrantha,0.640,South America (tropical),45,,Trichilia,micrantha,
15746,Meliaceae,Trichilia monadelpha,0.523,Africa (tropical),85,,Trichilia,monadelpha,
15747,Meliaceae,Trichilia monadelpha,0.439,Africa (tropical),98,,Trichilia,monadelpha,
15748,Meliaceae,Trichilia moschata,0.880,Mexico,23,,Trichilia,moschata,
15749,Meliaceae,Trichilia pallida,0.740,South America (extratropical),114,,Trichilia,pallida,
15750,Meliaceae,Trichilia pallida,0.690,Mexico,23,,Trichilia,pallida,
15751,Meliaceae,Trichilia pallida,0.670,South America (tropical),44,,Trichilia,pallida,
15752,Meliaceae,Trichilia pleeana,0.450,South America (tropical),184,,Trichilia,pleeana,
15753,Meliaceae,Trichilia pleeana,0.840,Mexico,23,,Trichilia,pleeana,
15754,Meliaceae,Trichilia pleeana,0.670,South America (tropical),44,,Trichilia,pleeana,
15755,Meliaceae,Trichilia pleeana,0.740,South America (tropical),165,,Trichilia,pleeana,
15756,Meliaceae,Trichilia prieuriana,0.663,Africa (tropical),85,,Trichilia,prieuriana,
15757,Meliaceae,Trichilia quadrijuga,0.580,South America (tropical),141,,Trichilia,quadrijuga,
15758,Meliaceae,Trichilia quadrijuga,0.338,South America (tropical),198,,Trichilia,quadrijuga,
15759,Meliaceae,Trichilia quadrijuga,0.585,South America (tropical),30,,Trichilia,quadrijuga,
15760,Meliaceae,Trichilia quadrijuga,0.690,South America (tropical),44,,Trichilia,quadrijuga,
15761,Meliaceae,Trichilia rolfoi,0.793,South America (tropical),184,,Trichilia,rolfoi,
15762,Meliaceae,Trichilia rubra,0.585,South America (tropical),52,,Trichilia,rubra,
15763,Meliaceae,Trichilia schomburgkii,0.675,South America (tropical),184,,Trichilia,schomburgkii,
15764,Meliaceae,Trichilia schomburgkii,0.585,South America (tropical),189,,Trichilia,schomburgkii,
15765,Meliaceae,Trichilia schomburgkii,0.800,South America (tropical),45,,Trichilia,schomburgkii,
15766,Meliaceae,Trichilia silvatica,0.840,South America (extratropical),114,,Trichilia,silvatica,
15767,Meliaceae,Trichilia surinamensis,0.460,South America (tropical),184,,Trichilia,surinamensis,
15768,Meliaceae,Trichilia trifolia,0.800,Mexico,23,,Trichilia,trifolia,
15769,Meliaceae,Trichilia tuberculata,0.605,Central America (tropical),168,,Trichilia,tuberculata,
15770,Meliaceae,Trichilia tuberculata,0.650,Central America (tropical),164,,Trichilia,tuberculata,
15771,Anacardiaceae,Trichoscypha arborea,0.620,Africa (tropical),85,,Trichoscypha,arborea,
15772,Anacardiaceae,Trichoscypha arborea,0.731,Africa (tropical),98,,Trichoscypha,arborea,
15773,Anacardiaceae,Trichoscypha arborea,0.637,Africa (tropical),147,,Trichoscypha,arborea,
15774,Anacardiaceae,Trichoscypha arborea,0.674,Africa (tropical),147,,Trichoscypha,arborea,
15775,Anacardiaceae,Trichoscypha arborea,0.560,Africa (tropical),76,,Trichoscypha,arborea,
15776,Anacardiaceae,Trichoscypha ulugurensis,0.560,Africa (extratropical),124,,Trichoscypha,ulugurensis,
15777,Malvaceae,Trichospermum galeottii,0.200,South America (tropical),204,,Trichospermum,galeottii,
15778,Malvaceae,Trichospermum galeottii,0.340,Central America (tropical),164,,Trichospermum,galeottii,
15779,Malvaceae,Trichospermum ikutai,0.336,Oceania,10,,Trichospermum,ikutai,
15780,Malvaceae,Trichospermum mexicanum,0.370,Mexico,23,,Trichospermum,mexicanum,
15781,Malvaceae,Trichospermum richii,0.320,Oceania,9,,Trichospermum,richii,
15782,Trigoniaceae,Trigoniastrum hypoleucum,0.640,South-East Asia (tropical),129,,Trigoniastrum,hypoleucum,
15783,Trigoniaceae,Trigoniastrum hypoleucum,0.630,South-East Asia (tropical),170,,Trigoniastrum,hypoleucum,
15784,Trigoniaceae,Trigoniastrum hypoleucum,0.820,South-East Asia (tropical),43,,Trigoniastrum,hypoleucum,
15785,Euphorbiaceae,Trigonopleura malayana,0.460,South-East Asia (tropical),129,,Trigonopleura,malayana,
15786,Euphorbiaceae,Trigonopleura malayana,0.540,South-East Asia (tropical),43,,Trigonopleura,malayana,
15787,Moraceae,Trilepisium madagascariense,0.499,Madagascar,17,,Trilepisium,madagascariense,
15788,Burseraceae,Triomma malaccensis,0.570,South-East Asia (tropical),129,,Triomma,malaccensis,
15789,Burseraceae,Triomma malaccensis,0.600,South-East Asia (tropical),129,,Triomma,malaccensis,
15790,Burseraceae,Triomma malaccensis,0.580,South-East Asia (tropical),43,,Triomma,malaccensis,
15791,Polygonaceae,Triplaris americana,0.490,South America (tropical),44,,Triplaris,americana,
15792,Polygonaceae,Triplaris cumingiana,0.540,South America (tropical),35,,Triplaris,cumingiana,
15793,Polygonaceae,Triplaris cumingiana,0.490,South America (tropical),44,,Triplaris,cumingiana,
15794,Polygonaceae,Triplaris cumingiana,0.530,South America (tropical),138,,Triplaris,cumingiana,
15795,Polygonaceae,Triplaris gardneriana,0.630,South America (extratropical),114,,Triplaris,gardneriana,
15796,Polygonaceae,Triplaris guayaquilensis,0.530,South America (tropical),95,,Triplaris,guayaquilensis,
15797,Polygonaceae,Triplaris indet,0.560,South America (tropical),36,,Triplaris,indet,
15798,Polygonaceae,Triplaris melaenodendron,0.600,Central America (tropical),116,,Triplaris,melaenodendron,
15799,Polygonaceae,Triplaris peruviana,0.540,South America (tropical),35,,Triplaris,peruviana,
15800,Polygonaceae,Triplaris peruviana,0.490,South America (tropical),44,,Triplaris,peruviana,
15801,Polygonaceae,Triplaris poeppigiana,0.490,South America (tropical),44,,Triplaris,poeppigiana,
15802,Polygonaceae,Triplaris surinamensis,0.450,South-East Asia,136,,Triplaris,surinamensis,
15803,Polygonaceae,Triplaris weigeltiana,0.510,South America (tropical),141,,Triplaris,weigeltiana,
15804,Polygonaceae,Triplaris weigeltiana,0.353,South America (tropical),52,,Triplaris,weigeltiana,
15805,Polygonaceae,Triplaris weigeltiana,0.500,South America (tropical),204,,Triplaris,weigeltiana,
15806,Polygonaceae,Triplaris weigeltiana,0.630,South America (tropical),134,,Triplaris,weigeltiana,
15807,Polygonaceae,Triplaris weigeltiana,0.390,South America (tropical),45,,Triplaris,weigeltiana,
15808,Polygonaceae,Triplaris weigeltiana,0.530,South America (tropical),190,,Triplaris,weigeltiana,
15809,Malvaceae,Triplochiton scleroxylon,0.290,Africa (tropical),170,,Triplochiton,scleroxylon,
15810,Malvaceae,Triplochiton scleroxylon,0.362,Africa (tropical),1,,Triplochiton,scleroxylon,
15811,Malvaceae,Triplochiton scleroxylon,0.320,Africa (tropical),85,,Triplochiton,scleroxylon,
15812,Malvaceae,Triplochiton scleroxylon,0.318,Africa (tropical),98,,Triplochiton,scleroxylon,
15813,Malvaceae,Triplochiton scleroxylon,0.292,Africa (tropical),143,,Triplochiton,scleroxylon,
15814,Malvaceae,Triplochiton scleroxylon,0.280,Africa (tropical),147,,Triplochiton,scleroxylon,
15815,Malvaceae,Triplochiton scleroxylon,0.283,Africa (tropical),147,,Triplochiton,scleroxylon,
15816,Malvaceae,Triplochiton scleroxylon,0.303,Africa (tropical),147,,Triplochiton,scleroxylon,
15817,Malvaceae,Triplochiton scleroxylon,0.313,Africa (tropical),147,,Triplochiton,scleroxylon,
15818,Malvaceae,Triplochiton scleroxylon,0.315,Africa (tropical),147,,Triplochiton,scleroxylon,
15819,Malvaceae,Triplochiton scleroxylon,0.326,Africa (tropical),147,,Triplochiton,scleroxylon,
15820,Malvaceae,Triplochiton scleroxylon,0.335,Africa (tropical),147,,Triplochiton,scleroxylon,
15821,Malvaceae,Triplochiton scleroxylon,0.339,Africa (tropical),147,,Triplochiton,scleroxylon,
15822,Malvaceae,Triplochiton scleroxylon,0.342,Africa (tropical),147,,Triplochiton,scleroxylon,
15823,Malvaceae,Triplochiton scleroxylon,0.352,Africa (tropical),147,,Triplochiton,scleroxylon,
15824,Malvaceae,Triplochiton scleroxylon,0.363,Africa (tropical),147,,Triplochiton,scleroxylon,
15825,Malvaceae,Triplochiton scleroxylon,0.367,Africa (tropical),147,,Triplochiton,scleroxylon,
15826,Malvaceae,Triplochiton scleroxylon,0.374,Africa (tropical),147,,Triplochiton,scleroxylon,
15827,Malvaceae,Triplochiton scleroxylon,0.385,Africa (tropical),147,,Triplochiton,scleroxylon,
15828,Malvaceae,Triplochiton scleroxylon,0.410,Africa (tropical),147,,Triplochiton,scleroxylon,
15829,Malvaceae,Triplochiton scleroxylon,0.411,Africa (tropical),147,,Triplochiton,scleroxylon,
15830,Malvaceae,Triplochiton scleroxylon,0.318,Africa (tropical),201,,Triplochiton,scleroxylon,
15831,Malvaceae,Triplochiton scleroxylon,0.330,Africa (tropical),99,,Triplochiton,scleroxylon,
15832,Malvaceae,Triplochiton scleroxylon,0.300,Africa (tropical),104,,Triplochiton,scleroxylon,
15833,Myrtaceae,Tristania indet,0.741,Madagascar,147,,Tristania,indet,
15834,Myrtaceae,Tristania merguensis,0.920,South-East Asia (tropical),43,,Tristania,merguensis,
15835,Myrtaceae,Tristania pachysperma,0.702,Australia/PNG (tropical),90,,Tristania,pachysperma,
15836,Myrtaceae,Tristania suaveolens,0.732,Australia/PNG (tropical),27,,Tristania,suaveolens,
15837,Myrtaceae,Tristaniopsis exiliflora,0.857,Australia/PNG (tropical),90,,Tristaniopsis,exiliflora,
15838,Myrtaceae,Tristaniopsis exiliflora,0.857,Australia/PNG (tropical),90,,Tristaniopsis,exiliflora,
15839,Myrtaceae,Tristaniopsis laurina,0.697,Australia,90,,Tristaniopsis,laurina,
15840,Myrtaceae,Tristaniopsis laurina,0.870,Australia/PNG (tropical),90,,Tristaniopsis,laurina,
15841,Myrtaceae,Tristaniopsis laurina,0.870,Australia/PNG (tropical),90,,Tristaniopsis,laurina,
15842,Myrtaceae,Tristaniopsis merguensis,0.940,South-East Asia (tropical),129,,Tristaniopsis,merguensis,
15843,Sapindaceae,Tristiropsis canarioides,0.577,Australia/PNG (tropical),27,,Tristiropsis,canarioides,
15844,Sapindaceae,Tristiropsis subangula,0.577,Australia/PNG (tropical),27,,Tristiropsis,subangula,
15845,Moraceae,Trophis caucana,0.470,South America (tropical),44,,Trophis,caucana,
15846,Moraceae,Trophis indet,0.535,South America (tropical),36,,Trophis,indet,
15847,Moraceae,Trophis indet,0.440,South America (tropical),20,,Trophis,indet,
15848,Moraceae,Trophis mexicana,0.680,Mexico,23,,Trophis,mexicana,
15849,Moraceae,Trophis racemosa,0.780,Mexico,23,,Trophis,racemosa,
15850,Moraceae,Trophis racemosa,0.560,South America (tropical),44,,Trophis,racemosa,
15851,Moraceae,Trophis racemosa,0.638,Central America (tropical),167,,Trophis,racemosa,
15852,Moraceae,Trophis scandens,0.659,Australia,90,,Trophis,scandens,
15853,Moraceae,Trymatococcus amazonicus,0.758,South America (tropical),52,,Trymatococcus,amazonicus,
15854,Moraceae,Trymatococcus amazonicus,0.732,South America (tropical),30,,Trymatococcus,amazonicus,
15855,Moraceae,Trymatococcus amazonicus,0.548,South America (tropical),128,,Trymatococcus,amazonicus,
15856,Moraceae,Trymatococcus amazonicus,0.600,South America (tropical),44,,Trymatococcus,amazonicus,
15857,Moraceae,Trymatococcus oligandrus,0.610,South America (tropical),55,,Trymatococcus,oligandrus,
15858,Pinaceae,Tsuga brunoniana,0.380,India,109,,Tsuga,brunoniana,
15859,Pinaceae,Tsuga canadensis,0.380,NorthAmerica,7,,Tsuga,canadensis,
15860,Pinaceae,Tsuga chinensis,0.437,China,33,,Tsuga,chinensis,
15861,Pinaceae,Tsuga chinensis,0.440,China,33,,Tsuga,chinensis,
15862,Pinaceae,Tsuga chinensis,0.482,China,33,,Tsuga,chinensis,
15863,Pinaceae,Tsuga dumosa,0.387,China,33,,Tsuga,dumosa,
15864,Pinaceae,Tsuga dumosa,0.424,China,33,,Tsuga,dumosa,
15865,Pinaceae,Tsuga forrestii,0.470,China,32,,Tsuga,forrestii,
15866,Pinaceae,Tsuga heterophylla,0.420,NorthAmerica,7,,Tsuga,heterophylla,
15867,Pinaceae,Tsuga longibracteata,0.520,China,31,,Tsuga,longibracteata,
15868,Pinaceae,Tsuga mertensiana,0.420,NorthAmerica,7,,Tsuga,mertensiana,
15869,Staphyleaceae,Turpinia affinis,0.450,China,33,,Turpinia,affinis,
15870,Staphyleaceae,Turpinia affinis,0.456,China,33,,Turpinia,affinis,
15871,Staphyleaceae,Turpinia occidentalis,0.330,Mexico,23,,Turpinia,occidentalis,
15872,Staphyleaceae,Turpinia occidentalis,0.340,South America (tropical),44,,Turpinia,occidentalis,
15873,Meliaceae,Turraea nilotica,0.663,Africa (extratropical),72,,Turraea,nilotica,
15874,Meliaceae,Turraeanthus africanus,0.474,Africa (tropical),1,,Turraeanthus,africanus,
15875,Meliaceae,Turraeanthus africanus,0.490,Africa (tropical),98,,Turraeanthus,africanus,
15876,Meliaceae,Turraeanthus africanus,0.429,Africa (tropical),147,,Turraeanthus,africanus,
15877,Meliaceae,Turraeanthus africanus,0.452,Africa (tropical),147,,Turraeanthus,africanus,
15878,Meliaceae,Turraeanthus africanus,0.519,Africa (tropical),147,,Turraeanthus,africanus,
15879,Meliaceae,Turraeanthus africanus,0.533,Africa (tropical),147,,Turraeanthus,africanus,
15880,Meliaceae,Turraeanthus africanus,0.562,Africa (tropical),147,,Turraeanthus,africanus,
15881,Meliaceae,Turraeanthus africanus,0.497,Africa (tropical),182,,Turraeanthus,africanus,
